Station Name,Mean Temperature (C),Total Precipitation (mm),Province,Year
ST CAMILLE WOLFE,19.2,88.8,Quebec,2011
L'ACADIE,22.3,55.2,Quebec,2011
ANGERS,21.4,65.8,Quebec,2011
ARUNDEL,21.3,63.4,Quebec,2011
CHARTERIS,20.7,90.2,Quebec,2011
CHELSEA,22.0,51.8,Quebec,2011
CHENEVILLE,20.7,68.6,Quebec,2011
LACHUTE,22.1,75.6,Quebec,2011
LA MACAZA,19.7,72.5,Quebec,2011
LUSKVILLE,22.0,54.6,Quebec,2011
MANIWAKI AIRPORT,20.7,62.2,Quebec,2011
MONTEBELLO (SEDBERGH),20.8,66.8,Quebec,2011
MONT LAURIER,20.5,90.2,Quebec,2011
NOMININGUE,19.7,106.4,Quebec,2011
NOTRE DAME DE LA PAIX,20.4,49.8,Quebec,2011
STE ANNE DU LAC,19.7,98.2,Quebec,2011
ST HIPPOLYTE,20.6,59.0,Quebec,2011
ST JEROME,22.9,17.4,Quebec,2011
SHEENBORO,20.3,70.2,Quebec,2011
WRIGHT,20.5,78.6,Quebec,2011
ST-JOVITE,19.4,92.1,Quebec,2011
BAIE-COMEAU,15.9,63.5,Quebec,2011
BLANC-SABLON A,11.5,97.0,Quebec,2011
CHARLEVOIX (MRC),15.7,88.2,Quebec,2011
CHATEAU RICHER,20.7,166.0,Quebec,2011
CHEVERY,12.9,90.9,Quebec,2011
CAP-TOURMENTE,20.5,109.9,Quebec,2011
FORET MONTMORENCY RCS,14.9,117.7,Quebec,2011
GODBOUT,15.8,72.4,Quebec,2011
GRANDES BERGERONNES,18.3,77.4,Quebec,2011
HAVRE ST. PIERRE,15.1,33.4,Quebec,2011
LES BUISSONS,16.2,72.5,Quebec,2011
NATASHQUAN,14.7,137.2,Quebec,2011
NATASHQUAN A,14.7,133.0,Quebec,2011
STE ROSE DU NORD,18.6,110.6,Quebec,2011
SEPT-ILES,14.6,69.1,Quebec,2011
LAC EON,14.5,99.4,Quebec,2011
POINTE-DES-MONTS,15.3,60.4,Quebec,2011
RIVIERE AU TONNERRE,14.6,98.6,Quebec,2011
POINTE NOIRE CS,16.8,81.0,Quebec,2011
BAIE-COMEAU,16.8,95.4,Quebec,2011
AMQUI,17.7,123.0,Quebec,2011
CAP-D'ESPOIR,15.5,173.2,Quebec,2011
CAP DES ROSIERS,16.0,145.0,Quebec,2011
CAP-MADELEINE,16.3,144.1,Quebec,2011
CAUSAPSCAL,17.5,204.4,Quebec,2011
GASPE A,16.7,149.6,Quebec,2011
HEATH POINT,13.3,37.6,Quebec,2011
LAC HUMQUI,17.7,124.5,Quebec,2011
ILES DE LA MADELEINE,15.7,83.0,Quebec,2011
LA POCATIERE,19.5,96.3,Quebec,2011
MONT-JOLI A,18.2,81.0,Quebec,2011
NEW CARLISLE 1,17.2,117.1,Quebec,2011
POINTE-AU-PERE (INRS),16.5,71.8,Quebec,2011
PORT-MENIER,15.7,70.9,Quebec,2011
RIMOUSKI,19.0,74.6,Quebec,2011
RIVIERE-DU-LOUP,18.4,58.1,Quebec,2011
ST CAMILLE,18.6,143.0,Quebec,2011
STE GERMAINE,17.7,100.2,Quebec,2011
STE LUCIE,18.1,179.1,Quebec,2011
SAINT MICHEL,18.2,58.5,Quebec,2011
ILES DE LA MADELEINE A,16.2,94.0,Quebec,2011
CAP-CHAT,16.3,93.8,Quebec,2011
BAGOTVILLE A,19.3,156.4,Quebec,2011
BONNARD 1,15.8,64.4,Quebec,2011
CHAMOUCHOUANE,16.9,59.0,Quebec,2011
CHUTE-DES-PASSES,16.5,2.0,Quebec,2011
JONQUIERE,19.1,88.8,Quebec,2011
LAC BOUCHETTE,18.2,129.8,Quebec,2011
LAC STE CROIX,19.1,103.8,Quebec,2011
NORMANDIN,18.1,96.3,Quebec,2011
ONATCHIWAY,16.8,109.2,Quebec,2011
PERIBONCA,19.2,116.6,Quebec,2011
ROBERVAL A,19.3,120.0,Quebec,2011
ST AMBROISE,18.6,124.5,Quebec,2011
ST PRIME,19.6,92.0,Quebec,2011
LAC BENOIT,14.2,52.1,Quebec,2011
MANOUANE EST,15.5,83.1,Quebec,2011
LA BAIE,18.1,162.6,Quebec,2011
GRANDE ANSE,20.2,137.4,Quebec,2011
PARENT,18.1,97.9,Quebec,2011
SAINT-MICHEL-DES-SAINTS,18.2,58.4,Quebec,2011
LA TUQUE,19.8,198.0,Quebec,2011
BARRAGE TEMISCAMINGUE,20.9,121.2,Quebec,2011
MONT BRUN,18.2,125.6,Quebec,2011
RAPIDE DES JOACHIMS,22.3,42.5,Quebec,2011
ROUYN,19.6,76.7,Quebec,2011
CHAPAIS,16.8,107.0,Quebec,2011
CHIBOUGAMAU CHAPAIS A,16.9,135.0,Quebec,2011
LA GRANDE RIVIERE A,14.7,38.2,Quebec,2011
LA GRANDE IV,14.6,59.5,Quebec,2011
MATAGAMI  A,17.1,89.5,Quebec,2011
VAL-D'OR A,19.2,133.0,Quebec,2011
LAC BERRY,17.8,77.2,Quebec,2011
INUKJUAK,10.8,51.0,Quebec,2011
KUUJJUARAPIK A,13.1,70.2,Quebec,2011
INUKJUAK A,10.9,35.0,Quebec,2011
KUUJJUAQ A,13.0,57.8,Quebec,2011
RIVIERE AUX FEUILLES,12.5,29.1,Quebec,2011
SCHEFFERVILLE A,12.9,88.0,Quebec,2011
AROOSTOOK,19.7,160.8,New Brunswick,2011
BAS CARAQUET,18.0,135.9,New Brunswick,2011
BATHURST A,18.4,82.2,New Brunswick,2011
BERTRAND,18.7,111.1,New Brunswick,2011
BON ACCORD,17.6,153.3,New Brunswick,2011
BUCTOUCHE CDA CS,18.7,128.6,New Brunswick,2011
CHARLO AUTO,18.1,124.1,New Brunswick,2011
MIRAMICHI RCS,19.2,103.3,New Brunswick,2011
EDMUNDSTON,17.7,116.5,New Brunswick,2011
FREDERICTON,19.5,111.6,New Brunswick,2011
FREDERICTON CDA CS,19.8,147.0,New Brunswick,2011
FUNDY PARK (ALMA) CS,17.5,120.5,New Brunswick,2011
GAGETOWN A,19.2,232.5,New Brunswick,2011
GRAND MANAN SAR CS,18.0,72.1,New Brunswick,2011
JUNIPER,19.1,147.4,New Brunswick,2011
KOUCHIBOUGUAC CS,18.9,117.2,New Brunswick,2011
MACTAQUAC PROV PARK,19.6,124.9,New Brunswick,2011
MECHANIC SETTLEMENT,17.6,185.4,New Brunswick,2011
MISCOU ISLAND (AUT),17.6,100.7,New Brunswick,2011
MONCTON,20.3,91.2,New Brunswick,2011
MONCTON A,18.6,187.8,New Brunswick,2011
POINT LEPREAU CS,15.5,75.6,New Brunswick,2011
RED PINES,17.5,92.6,New Brunswick,2011
SAINT JOHN A,17.5,121.0,New Brunswick,2011
ST LEONARD A,18.1,113.0,New Brunswick,2011
ST. STEPHEN,19.7,120.5,New Brunswick,2011
WOODSTOCK,20.1,158.6,New Brunswick,2011
ST LEONARD CS,18.2,102.0,New Brunswick,2011
BACCARO PT,15.0,64.9,Nova Scotia,2011
BERWICK,19.8,105.0,Nova Scotia,2011
BRIDGEWATER,19.8,76.6,Nova Scotia,2011
BRIER ISLAND,17.6,55.4,Nova Scotia,2011
CARIBOU POINT (AUT),18.9,138.9,Nova Scotia,2011
CHARLESVILLE,16.4,99.2,Nova Scotia,2011
CHETICAMP CS,17.7,90.4,Nova Scotia,2011
COLLEGEVILLE,17.9,137.0,Nova Scotia,2011
DEBERT,18.1,92.3,Nova Scotia,2011
DEMING,15.2,122.0,Nova Scotia,2011
GREENWOOD A,20.0,93.8,Nova Scotia,2011
HALIFAX STANFIELD INT'L A,18.8,94.3,Nova Scotia,2011
KEJIMKUJIK 1,19.3,77.9,Nova Scotia,2011
KENTVILLE CDA CS,19.3,98.0,Nova Scotia,2011
LAKE MAJOR,19.0,74.5,Nova Scotia,2011
LIVERPOOL BIG FALLS,20.6,59.7,Nova Scotia,2011
LOUISBOURG,15.7,200.0,Nova Scotia,2011
LYONS BROOK,19.0,159.0,Nova Scotia,2011
NAPPAN AUTO,18.0,122.5,Nova Scotia,2011
NORTH MOUNTAIN CS,15.1,90.9,Nova Scotia,2011
UPPER STEWIACKE RCS,18.1,121.2,Nova Scotia,2011
PARRSBORO,16.7,107.6,Nova Scotia,2011
POCKWOCK LAKE,18.5,79.0,Nova Scotia,2011
POINT ACONI,18.1,70.9,Nova Scotia,2011
PORT HAWKESBURY,17.2,112.0,Nova Scotia,2011
PUGWASH,18.4,66.9,Nova Scotia,2011
SABLE ISLAND,15.2,72.5,Nova Scotia,2011
ST MARGARET'S BAY,18.4,103.4,Nova Scotia,2011
SALMON HOLE,21.5,93.2,Nova Scotia,2011
SHEARWATER RCS,18.2,88.8,Nova Scotia,2011
SYDNEY A,17.0,130.4,Nova Scotia,2011
SYDNEY CS,17.0,131.7,Nova Scotia,2011
TATAMAGOUCHE,19.2,137.6,Nova Scotia,2011
TRACADIE,18.1,120.6,Nova Scotia,2011
WATERVILLE CAMBRIDGE,20.1,107.2,Nova Scotia,2011
WESTERN HEAD,16.3,64.7,Nova Scotia,2011
YARMOUTH A,17.5,158.0,Nova Scotia,2011
ALLISTON,19.0,198.6,Prince Edward Island,2011
CHARLOTTETOWN A,18.4,127.4,Prince Edward Island,2011
EAST POINT (AUT),16.9,96.7,Prince Edward Island,2011
ELMWOOD,18.4,146.2,Prince Edward Island,2011
NEW GLASGOW,18.8,86.3,Prince Edward Island,2011
NORTH CAPE,18.2,74.2,Prince Edward Island,2011
ST. PETERS,17.5,121.0,Prince Edward Island,2011
SUMMERSIDE,18.7,92.9,Prince Edward Island,2011
HARRINGTON CDA CS,18.0,153.1,Prince Edward Island,2011
ARGENTIA (AUT),13.7,136.5,Newfoundland and Labrador,2011
BADGER (AUT),15.5,153.0,Newfoundland and Labrador,2011
BAY D'ESPOIR GEN STN,15.2,8.4,Newfoundland and Labrador,2011
BONAVISTA,14.3,128.6,Newfoundland and Labrador,2011
BRANCH,12.0,196.1,Newfoundland and Labrador,2011
BROWNSDALE,15.8,150.8,Newfoundland and Labrador,2011
BURGEO NL,13.5,59.1,Newfoundland and Labrador,2011
BURNT POND,15.3,40.7,Newfoundland and Labrador,2011
CAPE RACE (AUT),11.9,151.9,Newfoundland and Labrador,2011
CORMACK,15.4,162.2,Newfoundland and Labrador,2011
CORNER BROOK,16.6,156.0,Newfoundland and Labrador,2011
COW HEAD,14.5,193.2,Newfoundland and Labrador,2011
DANIELS HARBOUR,13.7,163.5,Newfoundland and Labrador,2011
DEER LAKE,15.7,124.1,Newfoundland and Labrador,2011
DEER LAKE A,16.1,163.4,Newfoundland and Labrador,2011
ENGLEE (AUT),12.8,161.6,Newfoundland and Labrador,2011
FEROLLE POINT (AUT),11.9,136.7,Newfoundland and Labrador,2011
GANDER INT'L A,15.8,180.9,Newfoundland and Labrador,2011
GANDER AIRPORT CS,15.7,162.4,Newfoundland and Labrador,2011
DOYLES,16.2,161.0,Newfoundland and Labrador,2011
HARBOUR BRETON,13.1,94.2,Newfoundland and Labrador,2011
LETHBRIDGE,16.0,141.0,Newfoundland and Labrador,2011
MIDDLE ARM,14.1,161.3,Newfoundland and Labrador,2011
PLUM POINT,13.5,156.8,Newfoundland and Labrador,2011
POINT LEAMINGTON,16.2,128.1,Newfoundland and Labrador,2011
PORT UNION,0.0,216.3,Newfoundland and Labrador,2011
ROCKY HARBOUR CS,15.3,162.1,Newfoundland and Labrador,2011
ST. ANTHONY,12.7,111.8,Newfoundland and Labrador,2011
ST ANTHONY,13.0,123.3,Newfoundland and Labrador,2011
ST JOHN'S A,15.6,150.2,Newfoundland and Labrador,2011
ST JOHNS WEST CLIMATE,15.6,107.8,Newfoundland and Labrador,2011
ST LAWRENCE,13.8,186.1,Newfoundland and Labrador,2011
SOPS ARM WHITE BAY,15.5,138.4,Newfoundland and Labrador,2011
STEPHENVILLE A,15.7,111.2,Newfoundland and Labrador,2011
STEPHENVILLE RCS,14.7,164.2,Newfoundland and Labrador,2011
TERRA NOVA NAT PARK CS,15.2,179.9,Newfoundland and Labrador,2011
WHITBOURNE,15.2,212.4,Newfoundland and Labrador,2011
WINTERLAND,15.4,143.0,Newfoundland and Labrador,2011
WRECKHOUSE,15.1,136.1,Newfoundland and Labrador,2011
CARTWRIGHT,12.6,166.6,Newfoundland and Labrador,2011
CHURCHILL FALLS,13.4,137.5,Newfoundland and Labrador,2011
GOOSE A,15.7,114.4,Newfoundland and Labrador,2011
NAIN,11.2,49.4,Newfoundland and Labrador,2011
NAIN A,11.4,56.6,Newfoundland and Labrador,2011
WABUSH LAKE A,13.9,153.7,Newfoundland and Labrador,2011
MARY'S HARBOUR,13.0,76.5,Newfoundland and Labrador,2011
CHEMAINUS,18.4,19.0,British Columbia,2012
COWICHAN LAKE FORESTRY,17.7,24.3,British Columbia,2012
LAKE COWICHAN,18.2,32.2,British Columbia,2012
DUNCAN KELVIN CREEK,17.9,16.6,British Columbia,2012
ESQUIMALT HARBOUR,14.7,22.8,British Columbia,2012
GANGES MANSELL RD,16.7,22.8,British Columbia,2012
GALIANO NORTH,17.3,22.2,British Columbia,2012
NORTH COWICHAN,18.3,17.7,British Columbia,2012
NORTH PENDER ISLAND,17.1,23.9,British Columbia,2012
PORT RENFREW,14.7,44.0,British Columbia,2012
SAANICHTON CDA,16.0,24.0,British Columbia,2012
SALTSPRING ST MARY'S L,18.4,22.4,British Columbia,2012
SATURNA CAPMON,16.0,24.4,British Columbia,2012
SATURNA CAPMON CS,15.7,41.2,British Columbia,2012
SATURNA ISLAND CS,14.1,32.8,British Columbia,2012
SHAWNIGAN LAKE,17.6,19.2,British Columbia,2012
SHERINGHAM POINT,11.8,24.8,British Columbia,2012
VICTORIA UNIVERSITY CS,16.4,17.0,British Columbia,2012
VICTORIA GONZALES CS,14.6,17.0,British Columbia,2012
VICTORIA INT'L A,16.6,20.6,British Columbia,2012
WILLIAM HEAD,16.3,23.8,British Columbia,2012
BALLENAS ISLAND,17.9,10.6,British Columbia,2012
CAMPBELL RIVER A,17.7,22.0,British Columbia,2012
CAPE MUDGE,18.0,26.0,British Columbia,2012
CHATHAM POINT,16.0,56.4,British Columbia,2012
COMOX A,18.3,12.8,British Columbia,2012
CORTES ISLAND TIBER BAY,18.3,51.6,British Columbia,2012
COURTENAY GRANTHAM,18.5,6.0,British Columbia,2012
COURTENAY PUNTLEDGE,18.4,20.5,British Columbia,2012
ENTRANCE ISLAND CS,17.8,13.0,British Columbia,2012
FANNY ISLAND,13.4,44.0,British Columbia,2012
GABRIOLA ISLAND,16.4,36.8,British Columbia,2012
HERIOT BAY SE,17.7,54.4,British Columbia,2012
LITTLE QUALICUM HATCHERY,17.4,19.8,British Columbia,2012
MUD BAY,17.8,24.6,British Columbia,2012
MYRA CREEK,18.1,8.8,British Columbia,2012
NANAIMO A,18.2,38.6,British Columbia,2012
PINE ISLAND,12.5,40.8,British Columbia,2012
PORT HARDY A,13.9,36.6,British Columbia,2012
QUALICUM BEACH AIRPORT,17.7,14.2,British Columbia,2012
QUALICUM R FISH RESEARCH,17.9,13.6,British Columbia,2012
QUINSAM RIVER HATCHERY,17.5,36.6,British Columbia,2012
ENTRANCE ISLAND,17.6,25.2,British Columbia,2012
ALBERNI ROBERTSON CREEK,19.5,10.8,British Columbia,2012
CAPE BEALE LIGHT,13.6,29.8,British Columbia,2012
ESTEVAN POINT,14.1,62.8,British Columbia,2012
ESTEVAN POINT CS,13.8,60.0,British Columbia,2012
GOLD RIVER TOWNSITE,18.6,22.6,British Columbia,2012
LENNARD ISLAND,13.7,47.4,British Columbia,2012
NITINAT RIVER HATCHERY,16.0,40.6,British Columbia,2012
NOOTKA LIGHTSTATION,14.7,65.6,British Columbia,2012
PACHENA POINT,13.2,37.8,British Columbia,2012
PORT ALBERNI COX LAKE,17.4,13.6,British Columbia,2012
PORT ALICE,16.0,28.8,British Columbia,2012
QUATSINO,14.3,13.6,British Columbia,2012
QUATSINO LIGHTSTATION,14.6,42.4,British Columbia,2012
PORT ALBERNI (AUT),18.3,24.4,British Columbia,2012
SARTINE ISLAND (AUT),12.2,40.4,British Columbia,2012
TAHSIS VILLAGE NORTH,16.5,4.3,British Columbia,2012
TOFINO A,14.4,43.6,British Columbia,2012
UCLUELET KENNEDY CAMP,14.2,62.4,British Columbia,2012
ZEBALLOS MURAUDE CREEK,16.4,56.4,British Columbia,2012
GIBSONS GOWER POINT,17.4,29.4,British Columbia,2012
MERRY ISLAND LIGHTSTATION,18.8,18.6,British Columbia,2012
PORT MELLON,18.6,31.5,British Columbia,2012
POWELL RIVER A,17.5,33.0,British Columbia,2012
POWELL RIVER,17.3,24.5,British Columbia,2012
SECHELT AUT,17.2,20.5,British Columbia,2012
SQUAMISH AIRPORT,17.9,19.8,British Columbia,2012
WHISTLER,17.4,49.0,British Columbia,2012
CAPE ST JAMES CS,12.5,36.8,British Columbia,2012
KINDAKUN ROCKS (AUT),11.8,57.4,British Columbia,2012
LANGARA,11.8,162.6,British Columbia,2012
LANGARA ISLAND RCS,12.1,76.6,British Columbia,2012
MASSET A,12.8,99.8,British Columbia,2012
ROSE SPIT (AUT),11.9,106.4,British Columbia,2012
SANDSPIT A,13.2,57.8,British Columbia,2012
SANDSPIT,13.4,35.0,British Columbia,2012
SANDSPIT AWOS,13.6,30.0,British Columbia,2012
SEWALL MASSET INLET,13.7,49.2,British Columbia,2012
ADDENBROKE ISLAND,14.9,49.5,British Columbia,2012
BELLA BELLA,14.7,54.4,British Columbia,2012
BELLA COOLA A,17.7,16.5,British Columbia,2012
BOAT BLUFF,15.0,75.8,British Columbia,2012
BONILLA ISLAND,12.6,72.8,British Columbia,2012
BONILLA ISLAND (AUT),11.9,35.2,British Columbia,2012
CATHEDRAL POINT (AUT),16.1,37.6,British Columbia,2012
DRYAD POINT,15.2,66.2,British Columbia,2012
EGG ISLAND,13.6,42.2,British Columbia,2012
GREEN ISLAND,14.2,98.4,British Columbia,2012
GREY ISLET (AUT),13.8,93.6,British Columbia,2012
HERBERT ISLAND (AUT),12.5,27.2,British Columbia,2012
HOLLAND ROCK,12.3,38.2,British Columbia,2012
IVORY ISLAND,13.9,56.2,British Columbia,2012
KEMANO,16.4,14.7,British Columbia,2012
KITIMAT TOWNSITE,16.8,32.3,British Columbia,2012
KITIMAT 2,17.2,34.3,British Columbia,2012
PRINCE RUPERT,13.0,89.3,British Columbia,2012
STEWART A,14.8,87.2,British Columbia,2012
STUIE TWEEDSMUIR LODGE,19.0,6.8,British Columbia,2012
TERRACE A,16.8,17.8,British Columbia,2012
TERRACE PCC,17.2,18.8,British Columbia,2012
TRIPLE ISLAND,12.7,71.2,British Columbia,2012
KITIMAT HATCHERY,15.5,20.4,British Columbia,2012
EQUITY SILVER,13.7,14.5,British Columbia,2012
HOUSTON,17.1,7.6,British Columbia,2012
NASS CAMP,16.2,48.2,British Columbia,2012
SMITHERS,16.0,15.9,British Columbia,2012
SMITHERS A,16.1,20.4,British Columbia,2012
TOPLEY LANDING,16.0,17.5,British Columbia,2012
SUSKWA VALLEY,13.9,47.8,British Columbia,2012
OOTSA L SKINS L SPILLWAY,14.9,20.6,British Columbia,2012
OOTSA LAKESKINS LAKE CLIMATE,14.9,14.3,British Columbia,2012
PEMBERTON AIRPORT CS,19.8,25.6,British Columbia,2012
PUNTZI MOUNTAIN (AUT),16.2,28.0,British Columbia,2012
TATLAYOKO LAKE RCS,15.6,27.1,British Columbia,2012
BARKERVILLE,14.3,77.0,British Columbia,2012
BURNS LAKE DECKER LAKE,13.9,35.2,British Columbia,2012
CRESCENT SPUR,17.4,72.8,British Columbia,2012
FORT ST JAMES,17.2,0.4,British Columbia,2012
HIXON,18.0,62.4,British Columbia,2012
HORSEFLY LAKE GRUHS LAKE,17.4,49.3,British Columbia,2012
MCLEESE LAKE FRASERVIEW,20.1,61.0,British Columbia,2012
MCLEESE LAKE GRANITE MT,16.8,77.7,British Columbia,2012
PRINCE GEORGE,16.3,35.0,British Columbia,2012
PRINCE GEORGE AIRPORT AUTO,16.6,33.0,British Columbia,2012
PRINCE GEORGE STP,18.3,52.1,British Columbia,2012
QUESNEL,17.8,43.4,British Columbia,2012
QUESNEL AIRPORT AUTO,18.0,38.9,British Columbia,2012
SPOKIN LAKE 4E,14.8,47.6,British Columbia,2012
WILLIAMS LAKE A,17.2,58.4,British Columbia,2012
VANDERHOOF,18.4,29.7,British Columbia,2012
CASTLE ROCK 6 NORTH,19.2,80.0,British Columbia,2012
108 MILE HOUSE ABEL LAKE,18.0,57.2,British Columbia,2012
ABBOTSFORD,17.6,52.7,British Columbia,2012
AGASSIZ RCS,18.7,79.3,British Columbia,2012
AGASSIZ CDA,18.8,82.8,British Columbia,2012
WHISTLER - NESTERS,17.3,24.0,British Columbia,2012
BLACKCOMB BASE SLIDING CENTER,16.0,28.7,British Columbia,2012
BURNABY SIMON FRASER U,16.6,73.6,British Columbia,2012
CALLAGHAN VALLEY,15.2,196.4,British Columbia,2012
CHILLIWACK,19.0,60.9,British Columbia,2012
CHILLIWACK R HATCHERY,17.1,52.3,British Columbia,2012
DELTA BURNS BOG,16.9,32.9,British Columbia,2012
DELTA TSAWWASSEN BEACH,17.4,29.6,British Columbia,2012
FORT LANGLEY TELEGRAPH TRAIL,18.1,58.4,British Columbia,2012
HANEY UBC RF ADMIN,17.8,34.6,British Columbia,2012
LAIDLAW,18.7,111.6,British Columbia,2012
MAPLE RIDGE KANAKA CREEK,17.3,82.5,British Columbia,2012
MISSION WEST ABBEY,17.4,93.2,British Columbia,2012
PITT MEADOWS CS,18.1,33.0,British Columbia,2012
POINT ATKINSON,17.6,38.6,British Columbia,2012
RICHMOND NATURE PARK,18.0,32.6,British Columbia,2012
SUMAS CANAL,17.9,91.1,British Columbia,2012
VANCOUVER HARBOUR CS,18.1,46.6,British Columbia,2012
VANCOUVER INT'L A,17.7,27.8,British Columbia,2012
WEST VANCOUVER AUT,17.7,80.6,British Columbia,2012
WHISTLER ROUNDHOUSE,10.8,34.6,British Columbia,2012
WHITE ROCK CAMPBELL SCIENTIFIC,17.3,52.0,British Columbia,2012
N VAN SEYMOUR HATCHERY,17.2,68.4,British Columbia,2012
HOPE (AUT),19.1,72.5,British Columbia,2012
HOPE,18.6,73.9,British Columbia,2012
HOPE SLIDE,16.5,53.4,British Columbia,2012
LILLOOET,23.7,42.6,British Columbia,2012
LYTTON,23.0,64.5,British Columbia,2012
LYTTON RCS,22.5,62.2,British Columbia,2012
HEDLEY N,21.0,65.6,British Columbia,2012
HEDLEY NP MINE,15.5,90.3,British Columbia,2012
JELLICOE,17.4,77.9,British Columbia,2012
KELOWNA,20.7,28.8,British Columbia,2012
KELOWNA QUAILS GATE,22.4,15.8,British Columbia,2012
KELOWNA MWS0,22.5,35.4,British Columbia,2012
MERRITT,19.7,38.8,British Columbia,2012
MERRITT STP,20.5,47.2,British Columbia,2012
OKANAGAN CENTRE,22.6,18.4,British Columbia,2012
OLIVER STP,23.9,37.2,British Columbia,2012
OSOYOOS CS,23.4,49.5,British Columbia,2012
PEACHLAND,22.7,19.8,British Columbia,2012
PENTICTON,21.3,29.4,British Columbia,2012
PRINCETON A,19.4,82.8,British Columbia,2012
VERNON BELLA VISTA,21.8,29.0,British Columbia,2012
VERNON AUTO,21.5,22.7,British Columbia,2012
VERNON NORTH,21.9,34.6,British Columbia,2012
VERNON SILVER STAR LODGE,15.5,80.8,British Columbia,2012
WINFIELD,21.8,24.6,British Columbia,2012
PRINCETON CS,19.3,78.3,British Columbia,2012
SUMMERLAND CS,22.2,24.4,British Columbia,2012
MIDWAY,20.8,62.8,British Columbia,2012
BILLINGS,21.7,62.6,British Columbia,2012
CASTLEGAR A,21.5,117.1,British Columbia,2012
CASTLEGAR BCHPA DAM,20.8,63.0,British Columbia,2012
CRESTON,20.8,73.8,British Columbia,2012
DUNCAN LAKE DAM,18.8,27.2,British Columbia,2012
FAUQUIER,19.3,82.6,British Columbia,2012
KASLO,19.5,46.4,British Columbia,2012
LISTER,20.0,36.4,British Columbia,2012
NAKUSP CS,19.6,56.4,British Columbia,2012
NELSON NE,19.7,79.4,British Columbia,2012
NEW DENVER,20.2,44.6,British Columbia,2012
NELSON CS,20.0,98.1,British Columbia,2012
WARFIELD RCS,21.4,50.9,British Columbia,2012
CRESTON CAMPBELL SCIENTIFIC,21.1,59.8,British Columbia,2012
NELSON RIXEN CREEK,19.5,45.2,British Columbia,2012
BAYNES LAKE KOOTENAY RIVER,19.7,50.6,British Columbia,2012
CRANBROOK A,19.9,43.8,British Columbia,2012
FERNIE,18.2,57.6,British Columbia,2012
FORDING RIVER COMINCO,14.5,4.5,British Columbia,2012
FT STEELE DANDY CRK,16.8,63.3,British Columbia,2012
KIMBERLEY PCC,19.0,25.7,British Columbia,2012
KOOTENAY NP WEST GATE,19.9,45.6,British Columbia,2012
SPARWOOD,17.8,49.4,British Columbia,2012
SPARWOOD CS,17.7,7.8,British Columbia,2012
WARDNER KTNY HATCHERY,20.0,22.7,British Columbia,2012
WASA,19.6,36.4,British Columbia,2012
ASHCROFT,23.8,40.0,British Columbia,2012
BLUE RIVER A,18.1,132.2,British Columbia,2012
BLUE RIVER CS,18.0,136.4,British Columbia,2012
BUFFALO LAKE,16.0,64.8,British Columbia,2012
CLINTON (AUT),17.3,80.0,British Columbia,2012
CRISS CREEK,15.0,67.6,British Columbia,2012
DARFIELD,20.4,139.8,British Columbia,2012
KAMLOOPS A,22.6,49.2,British Columbia,2012
KAMLOOPS AUT,22.6,42.4,British Columbia,2012
100 MILE HOUSE 6NE,15.1,68.4,British Columbia,2012
RED LAKE,17.2,65.0,British Columbia,2012
SALMON ARM A,20.4,43.4,British Columbia,2012
SILVER CREEK,19.8,40.5,British Columbia,2012
VAVENBY,19.9,31.4,British Columbia,2012
WESTWOLD,19.3,41.0,British Columbia,2012
KAMLOOPS PRATT ROAD,21.0,27.2,British Columbia,2012
SALMON ARM CS,21.1,30.0,British Columbia,2012
CARIBOO LODGE,15.6,73.6,British Columbia,2012
GLACIER NP ROGERS PASS,14.6,80.5,British Columbia,2012
GOLDEN A,18.7,66.8,British Columbia,2012
GOLDSTREAM RIVER,16.9,84.0,British Columbia,2012
MICA DAM,17.2,85.4,British Columbia,2012
REVELSTOKE,17.4,43.3,British Columbia,2012
REVELSTOKE A,18.9,44.8,British Columbia,2012
REVELSTOKE AIRPORT AUTO,18.9,46.0,British Columbia,2012
YOHO PARK,13.8,72.0,British Columbia,2012
GLACIER NP MT FIDELITY,12.5,121.7,British Columbia,2012
YOHO NP EMERALD LAKE,15.2,64.2,British Columbia,2012
YOHO NP OHARA LAKE,11.5,130.6,British Columbia,2012
CHARLIE LAKE,16.4,19.0,British Columbia,2012
CHETWYND A,17.5,38.7,British Columbia,2012
DAWSON CREEK A,17.6,16.5,British Columbia,2012
FORT ST JOHN A,18.5,22.1,British Columbia,2012
GERMANSEN LANDING,15.8,63.8,British Columbia,2012
MACKENZIE A,17.4,53.5,British Columbia,2012
MACKENZIE,16.9,43.3,British Columbia,2012
SIKANNI CHIEF,15.2,38.2,British Columbia,2012
FORT NELSON A,19.5,28.0,British Columbia,2012
FORT NELSON UA,20.1,26.0,British Columbia,2012
MUNCHO LAKE,15.6,35.0,British Columbia,2012
TETSA RIVER,16.1,36.9,British Columbia,2012
DEASE LAKE (AUT),13.3,34.5,British Columbia,2012
ATLIN,12.4,19.8,British Columbia,2012
PLEASANT CAMP,12.3,41.4,British Columbia,2012
BURWASH,11.7,74.7,Yukon,2012
BURWASH A,12.1,80.4,Yukon,2012
DAWSON A,15.0,50.8,Yukon,2012
FARO A,13.8,63.0,Yukon,2012
FARO (AUT),14.0,39.4,Yukon,2012
HAINES JUNCTION,11.0,37.0,Yukon,2012
HERSCHEL ISLAND,15.0,34.5,Yukon,2012
